ST,Account **CARRIER**,Carrier Comp Type OTG PDNG OTG ADD OTG - Zayo = zMAP NEW = On comp statement PDNG in Monday,Carrier Relationship,Service Provider,Status / Type,"Opportunity ""Promo Year"" **KEEP ORIGINAL OPP**",Promo Year Revenue / OG SF Opp zMAP = anything new to OTG **KEEP ORIGINAL OPP**,Install Date OR OTG payable Date,OTG Comp Billing item,Cust. ACTIVE BAN,Historic BAN - non-ZNS,Item Desc. from current Carrier Statement,PAYING Monthly Comp % to OTG from current Carrier Statement,Quantity,Price,"Monthly Unit Price Quantity x Price QRC/SEMI//YRC x 4, 6, or 12",EXPECTED/Mo. OTG Comp % - column R Comp Key,Monthly Comp to OTG per EXPECTED Comp %,One-Time Unit Price / SPIFF,One-Time Comp % to OTG,One-Time Comp Expected to OTG,Cust. Billed Type,COMP 1,COMP 2,COMP 3,COMP 4,before 07/2025 COMP 1,before 07/2025 COMP 2,before 07/2025 COMP 3,before 07/2025 COMP 4,NOTES RED Highlight = Differs from before comp key,MISSING OTG COMP,SVC Change Date,Prev. Unit Price,OTG Compensable Product NAME,MISSING MONDAY,Sig Date,Term,Location Name,Service Address,Order #,Circuit ID,Unique Order Details SOC / SC,TED,Renewal Details,Monday Product Comments - EXCLUDE SPLIT NOTES/VALUES,Monday Item ID,COMP CALC Mo. OTG RCVD Funds>>,OTG PD since July Seller Statemen June Deposit,July Seller Statement - June Deposit,Aug Seller Stmt - July Deposit,Sept Seller Stmt - Aug Deposit,Oct Seller Stmt - Sept Deposit,Nov Seller Stmt - Oct Deposit,Dec Seller Stmt - Nov Deposit,Jan Seller Stmt - Dec Deposit,Feb Seller Stmt - Jan Deposit,Mar Seller Stmt - Feb Deposit,Apr Seller Stmt - Mar Deposit,May Seller Stmt - Apr Deposit,June Seller Stmt - May Deposit
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Aurelius Library,"1939 South Aurelius Road Mason, Michigan 48854","2341223, 1352233",ETYX/082505/004/ZYO,SC-019679,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Okemos Library,"4321 Okemos Road Okemos, Michigan 48864","2341223, 1352233",ETYX/082505/005/ZYO,SC-019680,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Dansville Libary,"1379 East Mason Street Dansville, Michigan 48819","2341223, 1352233",ETYX/082505/002/ZYO,SC-019681,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Mason Libary,"145 West Ash Street Mason, Michigan 48854","2341223, 1352233",ETYX/082505/003/ZYO,SC-019682,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,South Lansing Libary,"3500 South Cedar Street Lansing, Michigan 48910","2341223, 1352233",ETYX/082505/011/ZYO,SC-019683,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Webberville Libary,"115 South Main Street Webberville, Michigan 48892","2341223, 1352233",ETYX/082505/012/ZYO,SC-050422,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Leslie Libary,"201 Pennsylvania Street Leslie, Michigan 49251","2341223, 1352233",ETYX/082505/009/ZYO,SC-050423,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Foster Library,"200 North Foster Lansing, Michigan 48912","2341223, 1352233",ETYX/082505/008/ZYO,SC-050426,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Stockbridge Library,"200 Wood Street Stockbridge, Michigan 49285","2341223, 1352233",ETYX/082505/008/ZYO,SC-050426,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Haslett Library,"1590 Franklin Street Haslett, Michigan 48840","2341223, 1352233",ETYX/082505/006/ZYO,SC-050428,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
MI,Capital Area District Libraries - CADL-ZNS,OTG,Direct,Zayo,Active,2019,MI - Capital Area District Library 2019,6/30/19,218980,48233,,Ethernet Port Charge,,1.00,$409.50,"$1,228.50",15.00%,$184.28,$0.00,0.00%,$0.00,QRC,RD2,RM2,OVR,,RD2,RM2,OVR,,,,,,,,4/25/19,60,Holt - Delhi Library,"2078 Aurelius Road Holt, Michigan 48842","2341223, 1352233",ETYX/082505/013/ZYO,SC-060402,6/30/27,90 days	12M Auto,,,,,,,,,,,,,,,,
TX,Carlisle ISD,OTG,Direct,GoTo,Active,2014,TX - Carlisle ISD E17,5/10/20,CN-105947-1407,CN-105947-1407,,GoToConnect,,51.00,$20.12,"$1,026.12",27.00%,$277.05,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$463.21,$457.05,$459.09,$454.36,$454.36,$454.36,,,,,
TX,Carlisle ISD,OTG,Direct,GoTo,Active,2014,TX - Carlisle ISD E17,5/10/20,CN-105947-1407,CN-105947-1407,,Low Usage,,67.00,$9.95,$666.65,27.00%,$180.00,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Carnegie Library of Pittsburgh,OTG,Direct,GoTo,Active,2017,PA - Carnegie Library of Pittsburgh ERY2017,5/5/20,CN-614699-1603,CN-614699-1603,,GoToConnect,,294.00,$16.45,"$4,836.30",27.00%,"$1,305.80",$0.00,0.00%,$0.00,MRC,RM1,,OVR,,RM1,,OVR,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,"$5,414.24","$1,837.64","$1,831.85","$1,822.68",,,,,
PA,Carnegie Library of Pittsburgh,OTG,Direct,GoTo,Active,2017,PA - Carnegie Library of Pittsburgh ERY2017,5/5/20,CN-614699-1603,CN-614699-1603,,Conference Device,,4.00,$0.00,$0.00,27.00%,$0.00,$0.00,0.00%,$0.00,MRC,RM1,,OVR,,RM1,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Carnegie Library of Pittsburgh,OTG,Direct,GoTo,Active,2017,PA - Carnegie Library of Pittsburgh ERY2017,5/5/20,CN-614699-1603,CN-614699-1603,,Low Usage,,167.00,$5.95,$993.65,27.00%,$268.29,$0.00,0.00%,$0.00,MRC,RM1,,OVR,,RM1,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Carnegie Library of Pittsburgh,OTG,Direct,GoTo,Active,2017,PA - Carnegie Library of Pittsburgh ERY2017,5/5/20,CN-614699-1603,CN-614699-1603,,GoTo Contact,,14.00,$59.99,$839.86,27.00%,$226.76,$0.00,0.00%,$0.00,MRC,RM1,,OVR,,RM1,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,Carnegie Mellon University-ZNS,OTG,Direct - Quilt,Zayo,Active,2024,PA - Carnegie Mellon University 2024,6/7/24,748061,47772,,Interface Port Charge,,1.00,"$1,069.00","$1,069.00",15.00%,$160.35,$0.00,0.00%,$0.00,MRC,RM2,RD2,OVR,OTG.0-ZF,RM2,RD2,OVR,OTG.0-ZF,,,,,,,6/7/24,36,Allegheny Center Mall?,"100 S Commons Pittsburgh, PA 15212",2387214,IDIA/397525//ZYO,SC-735324,,,,,,,,$182.85,$182.85,$182.85,$182.85,$182.85,$182.85,,,,,
PA,Carnegie Mellon University-ZNS,OTG,Direct - Quilt,Zayo,Active,2024,PA - Carnegie Mellon University 2024,6/7/24,748061,47772,,Cross Connect,,1.00,$150.00,$150.00,15.00%,$22.50,$0.00,0.00%,$0.00,MRC,RM2,RD2,OVR,OTG.0-ZF,RM2,RD2,OVR,OTG.0-ZF,,,,,,,6/7/24,36,Allegheny Center Mall?,"100 S Commons Pittsburgh, PA 15212",2387214,IDIA/397525//ZYO,SC-735324,,,,,,,,,,,,,,,,,,
TX,Carroll College,zMAP,Direct - zMAP,Zayo,Active,2025,zMAP,6/1/25,212762,5163,,Interface Port Charge,,1.00,"$1,400.00","$1,400.00",3.00%,$42.00,$0.00,0.00%,$0.00,MRC,RD3,,OVR,OTG.0-ZF,,,,,,,,,,,,36,,"711 Lindy Ln Laurel, MT 59044
1601 N Benton Ave Helena, MT 59625",2022920,IPYX/057096//ZYO,SC-018402,7/20/25,,,,,,,$42.00,$42.00,$42.00,$42.00,$42.00,$42.00,,,,,
TX,Carroll Independent School District,OTG,Direct,Zayo,Active,2019,TX - Carroll ISD 2019,3/26/19,550746,"50310 ZNS, 19774",,Interface Port Charge,,1.00,"$19,200.00","$1,600.00",15.00%,$240.00,$0.00,0.00%,$0.00,YRC-July,RD3,,OVR,,RD3,,OVR,,"11/04/25 VP: Monday updated; YRC PiF on July Carrier Statement, Aug. deposit to OTG",0,7/1/25,"$2,995.00",,,2/24/25,36,Carroll ISD Dragon Stadium,"1085 S Kimball Ave Southlake, TX 76092",2470611,"IDIA/244845//ZYO, ACCX/244845//ZYO","SOC-0005338793, SC-487778",6/29/28,,,,,,,,"$2,880.00",,"$5,391.00",,,,,,,
TX,Carrollton Farmers Branch,OTG,Direct,Zayo,Active,2021,TX - Carrollton Farmers Branch ISD 2021,3/29/21,671531,50353,23723,Ethernet Port Charge,,1.00,$700.00,$700.00,15.00%,$105.00,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$105.00,$105.00,$105.00,$210.00,$105.00,$105.00,,,,,
TX,Carrollton Farmers Branch,OTG,Direct,Zayo,Active,2021,TX - Carrollton Farmers Branch ISD 2021,3/29/21,704251,50353,23723,Dark Fiber,,1.00,"$2,333.00","$2,333.00",15.00%,$349.95,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$349.95,$349.95,$349.95,$699.90,$349.95,$349.95,,,,,
NV,CARSON CITy SCHOOL DISTRICT - 747680,zMAP,Direct - zMAP,Zayo - Allstream,Active,2026,zMAP,9/1/25,747680,747680,N/A,zMapOneTelHoldings,3.00%,1.00,"$1,922.62","$1,922.62",3.00%,$57.68,$0.00,0.00%,$0.00,MRC,RD2,,OVR,,,,,,10/29/25 VP: On 1st Carrier Statement; DC CONF on Zoom,,,,,MISSING MONDAY,,,,"1402 W King St, Carson City, NV 89703",TBD,,,,,,,,,,,,,$57.68,$57.29,$57.46,,,,,
GA,Cartersville City Schools GA,zMAP,Direct - zMAP,Zayo - ENA,Active,2026,zMAP,,17192,17192,,TBD,,1.00,$0.00,$0.00,3.00%,$0.00,$0.00,0.00%,$0.00,MRC,RD2,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$122.69,$14.93,,,,,
IN,Cathedral High School-ZNS,OTG,Direct,Zayo,Active,2024,Cathedral High School,12/12/24,767754,48053,,Interface Port Charge,,1.00,$772.00,$772.00,16.00%,$123.52,$0.00,0.00%,$0.00,MRC,RM2,RD2,OVR,,RM2,RD2,OVR,,,,,,,,,,,,,,,,,,,,,,$123.52,$123.52,$123.52,$123.52,$123.52,$123.52,,,,,
WI,Catholic Central High School,OTG,Direct,GoTo,Active,2024,WI - Catholic Central High School 2024,4/25/24,CN-4695269-2312,CN-4695269-2312,,GoToConnect Standard,,30.00,$12.95,$388.50,27.00%,$104.90,$0.00,0.00%,$0.00,MRC,RM3,,OVR,,RM3,,OVR,,,,,,,,,,,,,,,,,,,,,,$110.27,$110.27,$119.08,$114.81,$113.76,$113.76,,,,,
WI,Catholic Central High School,OTG,Direct,GoTo,Active,2024,WI - Catholic Central High School 2024,4/25/24,CN-4695269-2312,CN-4695269-2312,,Low Usage,,2.00,$9.95,$19.90,27.00%,$5.37,$0.00,0.00%,$0.00,MRC,RM3,,OVR,,RM3,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,Catholic Charities of Santa Clara,OTG,Direct,GoTo,Active,2013,CA - Catholic Charities of Santa Clara E16,1/1/24,CN-561454-1312,CN-561454-1312,,GoToConnect Standard,,62.00,$12.95,$802.90,27.00%,$216.78,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$503.37,$468.60,$458.67,$470.46,$444.72,$439.34,,,,,
CA,Catholic Charities of Santa Clara,OTG,Direct,GoTo,Active,2013,CA - Catholic Charities of Santa Clara E16,1/1/24,CN-561454-1312,CN-561454-1312,,Low Usage,,127.00,$6.95,$882.65,27.00%,$238.32,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,Catholic Charities of Santa Clara,OTG,Direct,GoTo,Active,2013,CA - Catholic Charities of Santa Clara E16,1/1/24,CN-561454-1312,CN-561454-1312,,Reporting and Analytics,,1.00,$50.00,$50.00,27.00%,$13.50,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,CCT Schools,OTG,Direct,GoTo,Disco'd,2015,CA - CCT Schools E18 Seats,5/8/15,CN-579090-1504,CN-579090-1504,,,,0.00,$0.00,$0.00,27.00%,$0.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,"08/21/25 VP: Disco'd 07/31/2017 Exp comm still checked, will uncheck",,7/31/17,$185.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Celina Independent School District,OTG,Direct,Zayo,Active,2022,TX - Celina ISD 2022,3/14/22,684189,50720,38105,Interface Port Charge,,1.00,"$1,219.00","$1,219.00",15.00%,$182.85,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,$327.00,$327.00,$327.00,$981.00,$327.00,$327.00,,,,,
TX,Celina Independent School District,OTG,Direct,Zayo,Active,2022,TX - Celina ISD 2022,3/14/22,684189,50720,38105,Connected IPv4 Address - IPv4/24,,1.00,$961.00,$961.00,15.00%,$144.15,$0.00,0.00%,$0.00,MRC,RD3,,OVR,,RD3,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,CENIC,NEW,Direct,Zayo,Active,2026,CA - CENIC 2026,8/26/25,131770,4534,4534,DF - Maintenance Fee,,1.00,"$1,489.00","$1,489.00",15.00%,$223.34,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,,,,,,,,,,MISSING MONDAY,8/20/25,240,,"Z: 120 E Van Buren St, Phoenix, AZ 85004
A: 811 S 16th St, Phoenix, AZ 85034",2543190,FBDK/147618//ZYO,SC-008870,8/25/30,"180 days, N/A , Fixed With Renewal Option ",,,,,,,,,$222.24,$230.05,$230.05,,,,,
CA,CENIC,OTG ADD,Direct,Zayo,Active,2024,CA - CENIC 2024,7/10/24,274343,5386,5386,Dark Fiber,,1.00,"$6,998.85","$6,998.85",15.00%,"$1,049.83",$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,09/15/25 VP: On Zayo Disputes list for one-time TU,"$16,797.24",,,,,,,,,,,,,,,,,,,,,"$3,028.35","$3,028.35","$3,028.35","$3,028.35",,,,,
CA,CENIC,OTG ADD,Direct,Zayo,Active,2024,CA - CENIC 2024,7/10/24,274343,5386,5386,Dark Fiber,,1.00,"$6,998.85","$6,998.85",15.00%,"$1,049.83",$0.00,0.00%,$0.00,MRC,RD1,,OVR,,,,,,09/15/25 VP: On Zayo Disputes list for one-time TU,"$16,797.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,CENIC,OTG ADD,Direct,Zayo,Active,2024,CA - CENIC 2024,7/10/24,274343,5386,5386,Dark Fiber,,1.00,"$6,998.85","$6,998.85",15.00%,"$1,049.83",$0.00,0.00%,$0.00,MRC,RD1,,OVR,,,,,,09/15/25 VP: On Zayo Disputes list for one-time TU,"$16,797.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,CENIC,OTG,Direct,Zayo,Active,2024,CENIC 2024,12/20/23,300542,8784,8784,Wavelength,,1.00,"$2,919.44","$2,919.44",16.00%,$467.11,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$467.11,$467.11,$467.11,$467.11,$467.11,$467.11,,,,,
CA,CENIC,OTG,Direct,Zayo,Active,2024,CENIC 2024,11/29/23,519083,5386,5386,Wavelength,,1.00,"$2,400.00","$2,400.00",16.00%,$384.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$384.00,$384.00,-$111.48,,,,,,,,
CA,CENIC,OTG,Direct,Zayo,Disco'd,2024,CENIC 2024,11/29/23,579664,24719,,,,1.00,"$1,850.00",$0.00,16.00%,$0.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,9/20/24,"$1,850.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,CENIC,OTG,Direct,Zayo,Active,2021,CA - CENIC 2021,2/10/21,689731,37847,37847,Ethernet Port Charge,,1.00,$250.00,$250.00,16.00%,$40.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,,,,,
CA,CENIC,OTG,Direct,Zayo,Active,2021,CA - CENIC 2021,2/10/21,689731,37847,37847,Ethernet Port Charge,,1.00,$250.00,$250.00,16.00%,$40.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,CENIC,OTG,Direct,Zayo,Active,2023,CA - CENIC 2023,7/13/22,704726,41772,41772,Ethernet Circuit Charge,,1.00,$925.00,$925.00,16.00%,$148.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$296.00,$296.00,$296.00,$296.00,$296.00,$296.00,,,,,
CA,CENIC,OTG,Direct,Zayo,Active,2023,CA - CENIC 2023,7/13/22,704726,41772,41772,Ethernet Circuit Charge,,1.00,$925.00,$925.00,16.00%,$148.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA,CENIC,OTG,Direct,Zayo,Active,2023,CA - CENIC 2023,3/6/23,736891,41864,41864,Wavelength,,1.00,"$2,460.00","$2,460.00",16.00%,$393.60,$0.00,0.00%,$0.00,MRC,RD1,,OVR,,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$393.60,$393.60,$393.60,$393.60,$393.60,$393.60,,,,,
CA,Cenic (Corporation For Education Network Initiatives In California),zMAP,Direct - zMAP,Zayo - ENA,Active,2026,zMAP,,37034,37034,,TBD,,1.00,$0.00,$0.00,3.00%,$0.00,$0.00,0.00%,$0.00,MRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,Centennial BOCES-ZNS,OTG,Direct,Zayo,Active,2019,CO - Centennial BOCES 2019,4/11/19,307300,44514,,Interface Port Charge,,1.00,$463.00,$463.00,14.00%,$64.82,$0.00,0.00%,$0.00,MRC,HA1,,OVR,,HA1,,OVR,,,,,,,,,,,,,,,,,,,,,,$64.82,$64.82,$64.82,$64.82,$64.82,$64.82,,,,,
IN,Center Grove Comm School Corp,OTG,Direct,Zayo,,2025,IN - Center Grove Comm School Corp 2025,7/30/25,775216,49771,,,,1.00,"$2,295.00","$2,295.00",16.00%,$367.20,$0.00,0.00%,$0.00,MRC,RD2,RM2,OVR,,,,,,,,,,,,,,,,,"IPv4: IDIA/414409//ZYO - Zayo circuit ID for Center Grove Community School Corporation ZNS
209.66.115.96/29 - IPv4 peering network
209.66.115.97 - Gateway address
209.66.115.98 to 209.66.115.102 - Customer addresses
209.66.115.103 - Broadcast address
255.255.255.248 - Subnet mask
Zayo's edge, 209.66.115.97, will route the following
prefixes to next-hop address 209.66.115.98.
209.133.7.112/28
207.126.96.248 - DNS server address
ns-cache.above.net - DNS server hostname
IPv6: IDIA/414409//ZYO - Zayo circuit ID for Center Grove Community School Corporation ZNS
2001:438:fffe::e48/126 - IPv6 peering network
2001:438:fffe::e49 - Gateway address
2001:438:fffe::e4a - Customer addresses
2001:438:fffe::e4b - Broadcast address

2001:438:ffff::cf7e:60f8 - DNS server address
ns-cache.above.net - DNS server hostname",,,,,,,,,,,$390.89,$367.20,$367.20,$367.20,,,,,
,Center Point ISD,,,Zayo - ENA,,2026,JE Add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Central Arizona College,OTG,Direct,Zayo,Active,2021,AZ - Pinal CESA 2021,9/30/20,607890,32069,32069,Ethernet Port Charge,,1.00,"$1,500.00","$1,500.00",15.00%,$225.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,OTG.0-ZF,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$225.00,$225.00,$225.00,$450.00,$225.00,$225.00,,,,,
AZ,Central Arizona College,OTG,Direct,Zayo,Active,2021,AZ - Pinal CESA 2021,9/30/20,607891,32069,32069,Ethernet Port Charge,,1.00,"$1,900.00","$1,900.00",15.00%,$285.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,OTG.0-ZF,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$285.00,$285.00,$285.00,$570.00,$285.00,$285.00,,,,,
AZ,Central Arizona College,OTG,Direct,Zayo,Active,2021,AZ - Pinal CESA 2021,9/30/20,610784,32069,32069,Ethernet Port Charge,,1.00,"$1,500.00","$1,500.00",15.00%,$225.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,OTG.0-ZF,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$225.00,$225.00,$225.00,$450.00,$225.00,$225.00,,,,,
AZ,Central Arizona College,OTG,Direct,Zayo,Active,2021,AZ - Pinal CESA 2021,9/30/20,653026,32069,32069,Ethernet Port Charge,,1.00,$300.00,$300.00,15.00%,$45.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,OTG.0-ZF,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$270.00,$270.00,$270.00,$540.00,$270.00,$270.00,,,,,
AZ,Central Arizona College,OTG,Direct,Zayo,Active,2021,AZ - Pinal CESA 2021,9/30/20,653026,32069,32069,Ethernet Port Charge,,1.00,"$1,500.00","$1,500.00",15.00%,$225.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,OTG.0-ZF,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,Central Arizona College,OTG,Direct,Zayo,Active,2021,AZ - Pinal CESA 2021,9/30/20,653633,32069,32069,Ethernet Port Charge,,1.00,"$1,500.00","$1,500.00",15.00%,$225.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,OTG.0-ZF,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$225.00,$225.00,$225.00,$450.00,$225.00,$225.00,,,,,
AZ,Central Arizona College,OTG,Direct,Zayo,Active,2021,AZ - Pinal CESA 2021,9/30/20,657315,32069,32069,Ethernet Port Charge,,1.00,"$1,500.00","$1,500.00",15.00%,$225.00,$0.00,0.00%,$0.00,MRC,RD1,,OVR,OTG.0-ZF,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$225.00,$225.00,$225.00,$450.00,$225.00,$225.00,,,,,
AZ,Central Arizona College,OTG,Direct,Zayo,Active,2025,,12/2/24,768410,32069,32069,Interface Port Charge,,1.00,$397.00,$397.00,16.00%,$63.52,$0.00,0.00%,$0.00,MRC,RD1,,OVR,OTG.0-ZF,RD1,,OVR,,,,,,,,,,,,,,,,,,,,,,$63.52,$63.52,$63.52,$63.52,$63.52,$63.52,,,,,
PA,Central Dauphin School District-ZNS,OTG,Direct,Zayo,Active,2019,PA - Central Dauphin 2019,4/16/19,532152,45561,30059,Ethernet Port Charge,,1.00,$650.00,$650.00,15.00%,$97.50,$0.00,0.00%,$0.00,MRC,RD2,RM2,OVR,,RD2,RM2,OVR,,11/19/25 VP: Monday updated,,7/1/24,$670.00,,,4/16/19,12,Administration Building,"600 Rutherford Road, Harrisburg, PA 17109","2300446, 1338815",ETYX/250060/017/ZYO,SC-464022,6/30/26,"60 days, 12M Fixed with Renewal Option",,,,,,"$1,657.50","$1,657.50","$1,657.50","$1,657.50","$1,784.25","$1,755.00",,,,,
